customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract,payment_method,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn
CUST00593,Female,0,No,No,33,Yes,No,Month-to-month,Credit card,No,Yes,No,Yes,19.28,543.14,0
CUST00594,Male,1,Yes,No,51,Yes,DSL,Two year,Bank transfer,No,No,No,No,55.29,2891.22,0
CUST00595,Female,0,No,No,15,Yes,DSL,One year,Electronic check,No,No internet service,No,No,58.79,923.92,0
CUST00596,Male,0,No,Yes,38,Yes,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,89.34,3161.49,0
CUST00597,Male,0,No,Yes,72,Yes,No,Month-to-month,Electronic check,No internet service,No,Yes,Yes,48.58,3410.01,0
CUST00598,Male,0,No,No,43,Yes,No,Month-to-month,Electronic check,No,No,No,Yes,21.62,942.54,1
CUST00599,Male,0,No,Yes,72,Yes,No,Two year,Mailed check,No internet service,Yes,Yes,No,45.31,3605.22,0
CUST00600,Male,0,No,No,72,Yes,DSL,Month-to-month,Mailed check,No,Yes,No internet service,No,66.24,4588.48,0
CUST00601,Male,0,Yes,No,40,Yes,DSL,Two year,Credit card,No,Yes,No internet service,Yes,66.19,2759.83,0
CUST00602,Male,1,Yes,No,0,Yes,DSL,Two year,Credit card,No,No,No internet service,No,61.19,0.0,0
CUST00603,Male,0,No,No,57,Yes,Fiber optic,Month-to-month,Electronic check,No,No internet service,No internet service,Yes,59.32,3360.82,0
CUST00604,Female,0,Yes,No,10,Yes,Fiber optic,Two year,Electronic check,No,Yes,No,Yes,79.62,854.43,0
CUST00605,Male,1,No,Yes,2,Yes,DSL,One year,Electronic check,No internet service,Yes,No,Yes,70.61,130.18,0
CUST00606,Male,1,No,No,4,Yes,Fiber optic,One year,Electronic check,No,No,No internet service,Yes,65.12,259.47,0
CUST00607,Female,0,No,Yes,60,Yes,Fiber optic,Month-to-month,Mailed check,No internet service,No internet service,No,No,75.66,4457.45,1
CUST00608,Male,0,Yes,No,40,Yes,Fiber optic,Two year,Electronic check,Yes,No,Yes,Yes,66.17,2314.67,0
CUST00609,Male,0,No,Yes,33,Yes,Fiber optic,Month-to-month,Electronic check,No,No,No,No,72.75,2559.87,0
CUST00610,Male,0,No,Yes,43,Yes,DSL,Two year,Electronic check,Yes,No,Yes,Yes,77.74,3469.95,0
CUST00611,Male,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Bank transfer,No,No,No,No,70.25,345.06,0
CUST00612,Female,1,No,No,24,Yes,Fiber optic,Month-to-month,Electronic check,No,No internet service,No internet service,Yes,64.17,1481.1,1
CUST00613,Male,1,No,Yes,17,Yes,DSL,Two year,Credit card,No,Yes,No,Yes,55.6,926.31,0
CUST00614,Female,0,No,No,31,Yes,DSL,Month-to-month,Mailed check,No,No internet service,Yes,Yes,70.12,2237.88,0
CUST00615,Male,0,No,No,32,No,No,Month-to-month,Electronic check,No,No,Yes,No,40.42,1272.36,1
CUST00616,Male,1,Yes,No,42,Yes,Fiber optic,Two year,Mailed check,Yes,No,No,No,71.55,2804.58,0
CUST00617,Female,1,Yes,No,46,Yes,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,71.29,3095.06,0
CUST00618,Female,0,No,Yes,5,No,Fiber optic,Two year,Mailed check,No,No internet service,No,Yes,56.55,276.86,0
CUST00619,Female,0,Yes,No,24,Yes,Fiber optic,Two year,Mailed check,No,No,No internet service,Yes,72.99,1602.37,0
CUST00620,Female,0,Yes,No,28,No,DSL,Month-to-month,Electronic check,No,No,No,Yes,53.49,1502.71,0
CUST00621,Female,0,Yes,No,9,Yes,DSL,One year,Electronic check,No internet service,No,No,Yes,53.95,448.89,1
CUST00622,Female,0,Yes,No,9,Yes,No,Two year,Electronic check,No internet service,Yes,No,No,45.93,377.49,0
CUST00623,Female,1,No,No,4,Yes,Fiber optic,Two year,Bank transfer,No,Yes,Yes,No,73.59,354.27,0
CUST00624,Female,1,Yes,No,7,Yes,DSL,Month-to-month,Bank transfer,No internet service,Yes,No,Yes,53.66,419.11,1
CUST00625,Male,1,No,Yes,51,Yes,No,One year,Bank transfer,No,Yes,No,No,34.85,1759.71,0
CUST00626,Female,0,Yes,No,6,Yes,Fiber optic,One year,Credit card,Yes,No,Yes,No,76.92,479.78,0
CUST00627,Female,0,No,Yes,7,Yes,Fiber optic,Month-to-month,Mailed check,No internet service,No,No,Yes,67.85,499.39,1
CUST00628,Female,0,Yes,No,30,No,DSL,One year,Credit card,No,No,No,No,61.18,1789.0,0
CUST00629,Male,0,No,No,38,No,DSL,Month-to-month,Mailed check,No,No,Yes,Yes,69.05,2623.36,0
CUST00630,Female,0,Yes,Yes,28,No,DSL,Month-to-month,Mailed check,No,Yes,No,Yes,59.21,1594.3,0
CUST00631,Male,0,No,Yes,11,Yes,No,Month-to-month,Bank transfer,No internet service,No,Yes,Yes,28.27,332.08,0
CUST00632,Female,0,Yes,No,9,Yes,Fiber optic,Two year,Electronic check,No,No,No,Yes,72.4,696.47,0
CUST00633,Female,0,Yes,No,30,Yes,No,Month-to-month,Electronic check,No internet service,No,Yes,Yes,34.34,1122.23,0
CUST00634,Female,0,Yes,No,26,Yes,DSL,Month-to-month,Mailed check,No,No,No internet service,No,62.87,1632.36,0
CUST00635,Female,0,No,No,21,Yes,Fiber optic,Month-to-month,Electronic check,No internet service,No internet service,No,Yes,67.33,1600.21,0
CUST00636,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,Electronic check,No,No internet service,Yes,Yes,82.78,3953.42,1
CUST00637,Female,0,Yes,No,24,Yes,Fiber optic,Two year,Credit card,No,No internet service,Yes,No,87.6,2361.59,0
CUST00638,Female,0,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Mailed check,No internet service,No,No internet service,No,72.37,548.6,0
CUST00639,Male,1,No,No,21,Yes,Fiber optic,Month-to-month,Electronic check,Yes,No,No,No,71.18,1329.13,0
CUST00640,Male,0,No,No,41,Yes,DSL,Two year,Electronic check,No,No internet service,No,No,57.12,2627.51,0
CUST00641,Male,0,Yes,No,23,Yes,DSL,Month-to-month,Credit card,No internet service,No internet service,No internet service,No,54.06,1275.99,0
CUST00642,Male,0,No,No,41,Yes,No,Month-to-month,Credit card,No internet service,No internet service,No,No,18.0,750.06,0
CUST00643,Male,0,No,Yes,46,No,DSL,Two year,Bank transfer,No,No internet service,No,Yes,56.61,2486.27,0
CUST00644,Female,0,No,Yes,24,Yes,DSL,Two year,Electronic check,No,No internet service,No,Yes,62.61,1383.69,1
CUST00645,Male,0,Yes,Yes,28,No,No,Month-to-month,Mailed check,No,No,No internet service,Yes,18.0,467.45,0
CUST00646,Female,0,Yes,Yes,22,Yes,DSL,One year,Electronic check,No,Yes,No,Yes,66.4,1445.75,0
CUST00647,Female,0,Yes,No,41,Yes,Fiber optic,One year,Bank transfer,No,No,No internet service,Yes,70.47,2801.11,0
CUST00648,Male,0,No,Yes,21,Yes,No,One year,Mailed check,No internet service,No,No,Yes,39.22,695.27,0
CUST00649,Male,0,Yes,No,38,Yes,Fiber optic,Month-to-month,Bank transfer,No,No,No internet service,Yes,77.78,3246.96,0
CUST00650,Male,0,No,No,33,Yes,DSL,Two year,Mailed check,No,No,Yes,Yes,72.65,2279.06,0
CUST00651,Female,0,No,No,4,Yes,Fiber optic,One year,Credit card,No,No,No,Yes,79.36,338.61,0
CUST00652,Male,0,No,No,40,Yes,Fiber optic,One year,Mailed check,No internet service,No internet service,Yes,Yes,75.63,2815.27,0
CUST00653,Female,1,Yes,No,30,No,Fiber optic,Two year,Mailed check,No,No,No internet service,No,83.01,2467.49,0
CUST00654,Male,0,Yes,No,63,Yes,Fiber optic,Two year,Mailed check,No,Yes,Yes,Yes,89.27,5894.31,0
CUST00655,Male,0,Yes,No,10,Yes,No,Two year,Bank transfer,No,No,No,Yes,24.64,255.86,0
CUST00656,Male,0,No,No,33,No,DSL,Month-to-month,Credit card,No,No,Yes,Yes,57.28,1816.98,0
CUST00657,Male,0,No,No,19,No,DSL,Month-to-month,Mailed check,No,Yes,Yes,No,71.79,1385.36,1
CUST00658,Male,0,Yes,No,5,Yes,Fiber optic,One year,Credit card,No,No,No,No,57.87,297.25,0
CUST00659,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Mailed check,No,No internet service,No internet service,Yes,70.01,203.65,0
CUST00660,Female,1,Yes,No,72,No,No,One year,Electronic check,No,No,Yes,No,28.39,1843.84,0
CUST00661,Female,0,Yes,No,33,Yes,DSL,One year,Electronic check,No,No,No internet service,No,55.81,1724.38,0
CUST00662,Male,0,Yes,No,24,Yes,DSL,One year,Electronic check,No,No,No internet service,No,47.91,1096.32,0
CUST00663,Female,1,No,No,7,Yes,Fiber optic,Month-to-month,Credit card,No,No,No internet service,No,77.63,533.53,0
CUST00664,Female,0,Yes,No,69,Yes,No,Two year,Electronic check,No,No,No,Yes,29.74,2239.76,0
CUST00665,Male,0,Yes,No,15,Yes,DSL,One year,Electronic check,Yes,No,No,Yes,72.52,1135.15,0
CUST00666,Male,0,No,No,34,Yes,No,Month-to-month,Electronic check,No,No,No,Yes,38.29,1201.45,0
CUST00667,Male,0,No,No,30,Yes,Fiber optic,One year,Bank transfer,No,No internet service,Yes,Yes,81.25,2702.11,0
CUST00668,Male,0,Yes,No,72,Yes,DSL,Month-to-month,Credit card,No internet service,No,No,Yes,67.19,4714.23,0
CUST00669,Male,0,Yes,Yes,27,Yes,Fiber optic,One year,Credit card,Yes,No,No internet service,No,74.09,2054.56,0
CUST00670,Female,1,No,No,18,Yes,DSL,Month-to-month,Electronic check,Yes,No internet service,Yes,Yes,63.58,1046.33,0
CUST00671,Male,0,Yes,No,33,Yes,Fiber optic,One year,Mailed check,No internet service,Yes,Yes,Yes,85.78,2684.51,1
CUST00672,Male,0,Yes,No,36,Yes,DSL,Month-to-month,Electronic check,Yes,No internet service,No,No,64.11,2429.49,0
CUST00673,Male,0,No,No,72,Yes,Fiber optic,Month-to-month,Credit card,No internet service,No,No internet service,Yes,104.7,6923.86,1
CUST00674,Female,0,Yes,No,27,Yes,DSL,Month-to-month,Electronic check,No internet service,Yes,Yes,Yes,84.33,2240.17,1
CUST00675,Male,0,No,No,10,Yes,No,Month-to-month,Credit card,Yes,Yes,No internet service,Yes,34.97,354.23,0
CUST00676,Male,0,Yes,Yes,21,Yes,No,Two year,Credit card,Yes,Yes,No,Yes,36.87,703.34,0
CUST00677,Male,0,Yes,Yes,33,Yes,Fiber optic,Two year,Bank transfer,No internet service,No internet service,No,Yes,75.8,2140.13,0
CUST00678,Female,0,Yes,No,38,Yes,Fiber optic,Month-to-month,Bank transfer,No,No,No internet service,Yes,71.28,2826.51,1
CUST00679,Male,0,Yes,No,6,Yes,No,Month-to-month,Electronic check,No,No internet service,No,No,31.05,219.92,1
CUST00680,Male,0,Yes,No,19,No,DSL,Two year,Electronic check,No,No,No,Yes,57.76,1110.74,0
CUST00681,Male,0,Yes,Yes,72,No,No,Month-to-month,Mailed check,No,No,No internet service,No,18.0,1329.12,0
CUST00682,Female,0,No,No,13,Yes,Fiber optic,Month-to-month,Electronic check,No internet service,No internet service,Yes,Yes,83.85,1000.79,1
CUST00683,Male,0,No,No,50,Yes,No,Month-to-month,Bank transfer,No,No internet service,Yes,Yes,37.92,2053.14,1
CUST00684,Male,0,Yes,No,21,Yes,DSL,One year,Mailed check,Yes,No,No internet service,Yes,57.83,1158.11,0
CUST00685,Female,0,No,No,28,Yes,DSL,Two year,Credit card,No,No,No,No,61.48,1827.24,0
CUST00686,Male,0,No,No,7,Yes,DSL,Month-to-month,Credit card,No,No internet service,No internet service,No,66.69,477.34,0
CUST00687,Female,0,No,No,23,Yes,DSL,Two year,Electronic check,No,No,No internet service,Yes,58.59,1380.21,0
CUST00688,Male,0,Yes,No,33,No,DSL,Two year,Electronic check,No,Yes,No,No,63.42,2137.92,0
CUST00689,Female,0,Yes,Yes,27,No,No,Two year,Mailed check,No,No,No,Yes,19.33,531.98,0
CUST00690,Male,0,Yes,Yes,24,Yes,DSL,One year,Electronic check,Yes,No internet service,No,No,56.97,1367.06,0
CUST00691,Male,0,Yes,No,41,Yes,DSL,Two year,Bank transfer,No internet service,No,Yes,No,79.28,3406.01,0
CUST00692,Male,0,Yes,No,9,Yes,DSL,One year,Bank transfer,No,No,No,Yes,57.41,480.1,0
CUST00693,Male,0,No,No,34,Yes,Fiber optic,Two year,Bank transfer,No,No internet service,No internet service,Yes,74.88,2452.44,0
CUST00694,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Mailed check,Yes,Yes,No internet service,Yes,77.4,251.42,1
CUST00695,Female,0,Yes,No,59,Yes,DSL,One year,Credit card,No,No internet service,No internet service,No,55.72,3261.52,0
CUST00696,Female,1,Yes,No,25,Yes,No,One year,Bank transfer,No,No,No internet service,Yes,18.0,430.73,0
CUST00697,Male,0,Yes,No,48,Yes,No,Month-to-month,Credit card,No,No,Yes,Yes,33.8,1707.48,0
CUST00698,Male,1,No,No,1,Yes,DSL,Month-to-month,Credit card,No internet service,No,No,No,54.86,56.98,0
CUST00699,Female,0,No,No,43,Yes,No,Month-to-month,Bank transfer,No,No,Yes,Yes,43.19,1651.05,0
CUST00700,Female,1,Yes,No,15,Yes,Fiber optic,Month-to-month,Electronic check,Yes,No,No,No,71.14,1100.28,0
CUST00701,Male,1,No,No,28,Yes,Fiber optic,Month-to-month,Credit card,No,No,No internet service,Yes,71.64,1985.09,0
CUST00702,Male,0,No,No,44,Yes,No,Month-to-month,Electronic check,No,Yes,No internet service,No,31.56,1430.07,0
CUST00703,Female,0,No,Yes,26,Yes,No,Month-to-month,Mailed check,No,No,No internet service,No,27.97,713.22,0
CUST00704,Female,1,No,No,40,Yes,Fiber optic,One year,Mailed check,No internet service,No,No,Yes,83.93,3399.17,0
CUST00705,Female,1,No,No,22,Yes,Fiber optic,Month-to-month,Electronic check,No,No internet service,No,Yes,63.68,1193.38,1
CUST00706,Male,1,Yes,No,63,Yes,DSL,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,77.22,4462.8,1
CUST00707,Female,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,No,67.45,1739.88,1
CUST00708,Male,0,No,No,25,Yes,Fiber optic,Month-to-month,Credit card,No,No,Yes,Yes,89.79,2611.77,1
CUST00709,Female,1,Yes,No,25,No,DSL,Month-to-month,Bank transfer,No,No,No internet service,No,58.13,1461.55,0
CUST00710,Female,0,No,No,28,No,No,Two year,Credit card,Yes,No,No,No,18.0,469.48,0
CUST00711,Male,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Credit card,No,No internet service,No,No,61.79,550.26,1
CUST00712,Male,0,Yes,Yes,12,No,DSL,Month-to-month,Mailed check,No internet service,Yes,No internet service,Yes,73.51,809.31,0
CUST00713,Male,0,Yes,No,52,Yes,No,One year,Bank transfer,No internet service,No,Yes,Yes,19.68,1092.42,0
CUST00714,Male,0,No,No,48,Yes,Fiber optic,Two year,Bank transfer,No,No internet service,No,Yes,74.23,3503.77,0
CUST00715,Male,0,Yes,Yes,46,Yes,DSL,Month-to-month,Electronic check,No,No,No internet service,Yes,55.57,2693.55,0
CUST00716,Male,0,Yes,No,38,Yes,Fiber optic,Month-to-month,Credit card,No,No,No internet service,Yes,70.44,2594.43,0
CUST00717,Male,0,Yes,No,19,Yes,No,One year,Credit card,No,No internet service,Yes,Yes,27.61,556.03,0
CUST00718,Female,1,No,Yes,17,Yes,No,Month-to-month,Electronic check,No,No,No,No,18.0,265.1,1
CUST00719,Female,0,No,No,27,Yes,DSL,Month-to-month,Credit card,No,Yes,No,Yes,63.1,1672.55,1
CUST00720,Male,0,Yes,No,58,Yes,Fiber optic,Two year,Electronic check,Yes,Yes,Yes,Yes,92.58,5465.06,0
CUST00721,Female,0,No,No,32,Yes,No,Two year,Credit card,No,No internet service,Yes,Yes,30.66,943.07,0
CUST00722,Male,1,Yes,No,12,No,No,One year,Bank transfer,No,No internet service,No,No,28.37,342.2,0
CUST00723,Male,0,No,Yes,7,Yes,DSL,Month-to-month,Electronic check,Yes,Yes,No,No,65.06,457.23,0
CUST00724,Female,0,Yes,No,49,Yes,Fiber optic,One year,Credit card,No,No,No,No,76.89,3968.87,0
CUST00725,Male,0,No,No,70,Yes,No,Two year,Mailed check,No internet service,No,Yes,Yes,36.32,2602.16,0
CUST00726,Female,0,No,Yes,6,Yes,DSL,Two year,Electronic check,No,Yes,Yes,Yes,70.67,427.2,0
CUST00727,Male,0,No,No,50,Yes,Fiber optic,Month-to-month,Credit card,No,No internet service,No,No,64.37,3352.27,0
CUST00728,Female,1,Yes,Yes,37,No,Fiber optic,Month-to-month,Bank transfer,Yes,No,Yes,Yes,87.65,2871.03,0
CUST00729,Female,0,No,No,14,Yes,Fiber optic,Month-to-month,Mailed check,Yes,No internet service,Yes,Yes,73.49,954.09,1
CUST00730,Male,0,No,No,32,Yes,Fiber optic,Two year,Bank transfer,No,No,Yes,No,84.01,2373.87,0
CUST00731,Male,1,Yes,No,10,Yes,DSL,Month-to-month,Electronic check,Yes,Yes,No,Yes,67.25,684.88,0
CUST00732,Female,0,No,No,23,Yes,No,Month-to-month,Electronic check,No,No,No,Yes,21.3,494.29,1
CUST00733,Male,1,No,Yes,28,Yes,DSL,Month-to-month,Bank transfer,No internet service,No,No internet service,Yes,62.44,1882.89,0
CUST00734,Male,0,Yes,No,62,Yes,No,Month-to-month,Electronic check,No,No,No,No,35.94,2238.57,0
CUST00735,Female,0,No,No,22,Yes,Fiber optic,Two year,Mailed check,No,Yes,Yes,Yes,93.0,1914.61,0
CUST00736,Male,1,Yes,No,16,Yes,DSL,Month-to-month,Credit card,No,No internet service,Yes,No,68.03,1076.92,0
CUST00737,Male,0,No,No,35,Yes,No,Month-to-month,Credit card,Yes,No,No internet service,No,37.97,1127.91,0
CUST00738,Female,0,Yes,Yes,41,Yes,No,One year,Mailed check,No,No,Yes,No,19.61,764.95,0
CUST00739,Male,1,Yes,Yes,15,Yes,Fiber optic,One year,Bank transfer,No,No,Yes,Yes,71.1,869.95,0
CUST00740,Male,0,No,Yes,12,Yes,DSL,One year,Credit card,No,No,Yes,Yes,63.28,761.64,0
CUST00741,Male,0,No,Yes,12,No,Fiber optic,Two year,Credit card,No,No,No,No,83.35,960.64,0
CUST00742,Male,0,No,Yes,62,Yes,No,Month-to-month,Electronic check,No,No,No,No,32.54,1958.45,0
CUST00743,Male,0,No,No,40,No,DSL,Month-to-month,Mailed check,Yes,Yes,No,No,53.27,1949.23,0
CUST00744,Female,0,Yes,No,21,Yes,No,Month-to-month,Electronic check,Yes,No,Yes,No,29.51,578.3,0
CUST00745,Male,0,Yes,No,56,Yes,DSL,One year,Electronic check,No,No,No internet service,No,48.41,2788.18,0
CUST00746,Female,0,Yes,No,15,Yes,Fiber optic,Two year,Electronic check,No,Yes,Yes,Yes,87.68,1156.69,0
CUST00747,Male,0,Yes,No,26,Yes,Fiber optic,Month-to-month,Bank transfer,No,No internet service,No,Yes,79.21,2091.17,0
CUST00748,Female,0,No,No,10,Yes,DSL,Two year,Credit card,Yes,Yes,No internet service,Yes,74.81,690.66,0
CUST00749,Female,1,No,No,54,Yes,No,One year,Credit card,No,No internet service,Yes,Yes,35.14,1636.32,0
CUST00750,Female,0,No,No,14,Yes,DSL,Two year,Mailed check,No internet service,Yes,No,Yes,63.6,949.03,0
CUST00751,Male,1,Yes,No,14,Yes,No,Month-to-month,Mailed check,No,No,No,Yes,24.24,364.15,1
CUST00752,Female,0,Yes,No,36,Yes,DSL,Month-to-month,Electronic check,No internet service,No,No,Yes,64.47,2186.86,0
CUST00753,Female,1,No,No,3,Yes,DSL,One year,Electronic check,No,No,No,Yes,77.78,219.7,0
CUST00754,Male,0,Yes,No,8,Yes,No,Two year,Electronic check,Yes,No internet service,No,No,18.0,138.59,0
CUST00755,Male,0,Yes,No,45,Yes,Fiber optic,One year,Credit card,No,Yes,No,No,92.71,3851.94,0
CUST00756,Female,1,Yes,No,12,Yes,DSL,Two year,Electronic check,No,Yes,No,Yes,68.95,774.14,1
CUST00757,Male,0,Yes,No,72,Yes,Fiber optic,Month-to-month,Bank transfer,No internet service,Yes,No,No,86.56,6304.02,0
CUST00758,Female,0,Yes,Yes,31,Yes,DSL,One year,Electronic check,No,No,Yes,Yes,68.48,2388.61,0
CUST00759,Female,0,No,Yes,5,Yes,No,Month-to-month,Mailed check,No,No internet service,No,Yes,36.23,173.03,0
CUST00760,Male,0,Yes,No,72,Yes,DSL,Month-to-month,Credit card,No internet service,Yes,No,Yes,69.64,5272.89,0
CUST00761,Female,0,No,Yes,31,Yes,Fiber optic,Month-to-month,Credit card,No,No,No,Yes,66.81,2080.85,0
CUST00762,Male,0,No,No,24,Yes,DSL,Month-to-month,Electronic check,No,No,No,No,62.6,1296.49,0
CUST00763,Male,0,No,Yes,31,Yes,Fiber optic,Month-to-month,Credit card,No,No internet service,No,No,81.01,2456.79,0
CUST00764,Male,0,Yes,No,5,No,No,One year,Electronic check,No internet service,No,No internet service,Yes,25.0,121.19,0
CUST00765,Female,0,Yes,Yes,27,Yes,No,Two year,Credit card,Yes,No internet service,No,No,18.0,526.1,0
CUST00766,Male,0,Yes,No,13,Yes,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,71.08,1002.92,0
CUST00767,Male,0,Yes,No,25,Yes,DSL,Month-to-month,Mailed check,No,No internet service,Yes,Yes,67.78,1705.3,1
CUST00768,Female,0,Yes,Yes,19,Yes,DSL,Month-to-month,Bank transfer,No internet service,No,No,No,58.64,1186.58,1
CUST00769,Female,0,No,Yes,30,Yes,No,Month-to-month,Credit card,No internet service,No,No,No,21.04,612.11,0
CUST00770,Female,0,Yes,No,21,Yes,DSL,Month-to-month,Credit card,No internet service,No internet service,No internet service,Yes,69.58,1546.45,0
CUST00771,Male,0,Yes,No,18,Yes,Fiber optic,One year,Electronic check,Yes,No,No internet service,No,53.02,941.98,0
CUST00772,Male,0,Yes,No,12,Yes,Fiber optic,Two year,Credit card,No,No,Yes,Yes,80.75,1024.08,0
CUST00773,Female,0,No,No,5,Yes,No,Month-to-month,Electronic check,No internet service,No,No internet service,No,25.86,137.57,1
CUST00774,Male,0,No,No,4,Yes,Fiber optic,One year,Electronic check,No,No internet service,No,No,88.76,365.75,0
CUST00775,Male,0,No,Yes,8,No,Fiber optic,One year,Electronic check,No internet service,No,No,Yes,71.88,533.69,0
CUST00776,Male,0,No,No,42,Yes,No,Month-to-month,Electronic check,No internet service,Yes,No,Yes,36.57,1460.01,0
CUST00777,Female,0,No,No,11,Yes,No,Month-to-month,Electronic check,No,No internet service,No,No,26.0,295.34,0
CUST00778,Female,0,No,Yes,16,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,No,No internet service,Yes,72.76,1213.69,0
CUST00779,Female,0,Yes,No,16,Yes,No,Month-to-month,Electronic check,No,Yes,Yes,No,55.1,873.74,1
CUST00780,Male,0,No,No,19,Yes,Fiber optic,Two year,Bank transfer,No,Yes,No,Yes,71.11,1294.53,1
CUST00781,Male,0,No,Yes,37,Yes,Fiber optic,Month-to-month,Electronic check,No,Yes,Yes,Yes,82.66,3038.23,0
CUST00782,Male,0,Yes,Yes,21,Yes,DSL,Month-to-month,Bank transfer,Yes,No,Yes,Yes,73.03,1473.06,0
CUST00783,Female,0,No,Yes,48,Yes,Fiber optic,Month-to-month,Electronic check,No,Yes,No,No,82.05,3784.39,0
CUST00784,Female,0,No,Yes,9,Yes,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,Yes,77.73,781.56,1
CUST00785,Female,0,No,Yes,44,Yes,DSL,Two year,Bank transfer,No,No,No internet service,Yes,58.44,2434.35,0
CUST00786,Male,0,Yes,No,67,Yes,DSL,Month-to-month,Credit card,No,No internet service,No,Yes,66.31,4511.83,0
CUST00787,Female,1,No,Yes,26,Yes,Fiber optic,One year,Credit card,No,No,No,No,75.88,1954.54,0
CUST00788,Male,0,No,No,10,Yes,DSL,Month-to-month,Mailed check,Yes,No,No internet service,Yes,53.3,476.58,1
CUST00789,Male,0,Yes,No,38,Yes,Fiber optic,Month-to-month,Credit card,No,No,No,Yes,73.9,2504.15,0
CUST00790,Female,0,Yes,No,27,Yes,Fiber optic,Month-to-month,Bank transfer,No internet service,Yes,No,Yes,79.6,2094.01,0
CUST00791,Female,0,Yes,No,33,Yes,Fiber optic,Two year,Credit card,No,No internet service,No internet service,Yes,75.76,2108.35,0
CUST00792,Female,0,Yes,Yes,49,Yes,DSL,Month-to-month,Electronic check,No internet service,Yes,No,Yes,64.43,3498.44,0
CUST00793,Male,0,No,Yes,20,No,Fiber optic,One year,Electronic check,No,Yes,No,Yes,70.33,1342.86,0
CUST00794,Male,1,No,Yes,17,Yes,Fiber optic,Month-to-month,Electronic check,Yes,No,No,No,77.38,1248.34,1
CUST00795,Female,1,Yes,No,72,Yes,Fiber optic,One year,Credit card,Yes,Yes,No,No,84.39,6474.76,0
CUST00796,Female,0,Yes,No,38,Yes,Fiber optic,One year,Electronic check,No,Yes,No,Yes,91.32,3366.57,0
CUST00797,Male,0,No,No,55,Yes,No,One year,Electronic check,Yes,No,No,Yes,18.0,1015.32,0
CUST00798,Female,0,Yes,No,47,Yes,DSL,Month-to-month,Bank transfer,No internet service,No,No,No,58.44,2581.66,0
CUST00799,Female,0,No,No,55,Yes,Fiber optic,Month-to-month,Credit card,No,Yes,Yes,Yes,86.16,4659.09,0
CUST00800,Female,0,Yes,Yes,34,Yes,DSL,Two year,Bank transfer,No internet service,No,Yes,Yes,63.83,2273.94,0
CUST00801,Female,1,Yes,No,51,No,No,One year,Bank transfer,No,No,No,No,18.0,844.26,0
CUST00802,Female,0,No,Yes,16,Yes,DSL,Month-to-month,Electronic check,No,No internet service,Yes,Yes,58.47,951.37,1
CUST00803,Male,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Credit card,No,Yes,No,Yes,82.16,333.09,1
CUST00804,Male,1,No,No,13,No,Fiber optic,Month-to-month,Electronic check,No,No internet service,Yes,No,76.0,1055.76,0
CUST00805,Male,0,Yes,Yes,24,Yes,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,60.39,1363.92,1
CUST00806,Male,0,No,No,22,Yes,No,Month-to-month,Mailed check,No,No,No internet service,No,36.44,780.84,0
CUST00807,Male,1,No,No,27,Yes,DSL,Month-to-month,Electronic check,No internet service,Yes,No,Yes,85.99,2259.38,0
CUST00808,Female,0,No,Yes,15,Yes,DSL,Month-to-month,Bank transfer,No,No,No internet service,Yes,58.55,800.75,0
CUST00809,Female,0,Yes,No,3,No,Fiber optic,One year,Bank transfer,No,Yes,Yes,No,75.98,206.6,0
CUST00810,Male,0,No,No,19,Yes,Fiber optic,Two year,Electronic check,No,No,Yes,No,83.17,1606.29,0
CUST00811,Female,1,No,Yes,8,Yes,DSL,One year,Electronic check,Yes,No,Yes,No,50.32,410.52,0
CUST00812,Male,0,Yes,Yes,26,Yes,DSL,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,64.2,1532.38,0
CUST00813,Male,0,Yes,Yes,35,Yes,DSL,Two year,Electronic check,No,Yes,Yes,No,78.31,2789.84,0
CUST00814,Female,0,No,Yes,19,Yes,No,Month-to-month,Credit card,Yes,No internet service,No,Yes,18.0,348.52,0
CUST00815,Male,0,Yes,No,10,Yes,Fiber optic,One year,Bank transfer,No internet service,No,Yes,No,77.63,740.22,0
CUST00816,Male,1,No,No,28,Yes,DSL,Month-to-month,Electronic check,No internet service,No,No internet service,No,47.13,1173.76,0
CUST00817,Female,0,No,No,72,Yes,Fiber optic,Month-to-month,Electronic check,Yes,No internet service,No,Yes,72.45,5098.36,0
